Order_Number,Order_Status,Missed_LPNs
6034900110098081,Perfect,
6034901210098094,Short,"00100854129314159256, 00100854129314160634"
6034903010098121,Perfect,
6034904510098139,Perfect,
6034904610098128,Perfect,
6034904810098113,Perfect,
6034904910098143,Perfect,
6034905210098148,Perfect,
6034906110098153,Short,00100854129313809596
6034907110098168,Short,"00100854129314104584, 00100854129314104591, 00100854129314104614, 00100854129314104607"
6034907610098148,Perfect,
6034907710098167,Perfect,
6034908010098179,Short,00100854129313871432
6034908210098181,Perfect,
6034909610098168,Perfect,
6034910810098198,Perfect,
6034910910098210,Perfect,
6034911310098211,Short,00100854129313870008
6034911710098225,Short,00100854129313644616
6034912210098220,Perfect,
6034922010098656,Perfect,
6034939810090215,Perfect,
6034974710016938,Perfect,
6034975310030270,Perfect,
6034975910038534,Perfect,
6034977210096734,Short,00100854129313869958
6034977510097632,Perfect,
6035001810099124,Perfect,
6035002310099127,Short,"00100854129313173048, 00100854129313173055"
6035003110099127,Perfect,
6035010810099189,Short,00100854129314159096
6035056810099489,Short,00100854129314158983
6035132010101475,Perfect,
6035153510063574,Perfect,
6035154610064392,Short,27
6035160810083790,Perfect,
6035162410092105,Short,"00100854129314160603, 00100854129314160597"
6035163010093117,Perfect,
6035170710101834,Perfect,
6035192010101875,Perfect,
6035476410092105,Perfect,
6035636810093559,Perfect,
6035637010080820,Short,00100854129313874679
6035637210080822,Perfect,
6035641610093107,Perfect,
6035643110093127,Perfect,
6035678210103272,Perfect,
6035717910095457,Perfect,
6035731410103454,Short,00100854129314157795
6035742110092922,Perfect,
6035744210099250,Short,00100854129314104485
6035794010103005,Short,"00100854128239436725, 00100854128239436893, 00100854128239436657, 00100854128239436732, 00100854128239436923"
6035794110094171,Short,00100854129313803723
6035795410093706,Perfect,
6035799310053071,Perfect,
6035803010101126,Perfect,
6035806510096038,Perfect,
6035810610093111,Perfect,
6035812410093126,Perfect,
6035812510093138,Short,00100854129313871579
6035812610093144,Perfect,
6035813010093119,Perfect,
6035813310093123,Perfect,
6035813510093120,Perfect,
6035815210093139,Perfect,
6035840910105814,Perfect,
6036112310106904,Perfect,
6036115010106922,Short,"00100854129314160269, 00100854129314160658"
6036117510106934,Perfect,
6036119410106938,Perfect,
6036120210106943,Short,00100854129314130835
6036122110106963,Short,00100854129121438490
6036124710106989,Perfect,
6036126410106992,Perfect,
6036133210107018,Short,00100854129314160429
6036134110107022,Perfect,
6036137310107041,Perfect,
6036137610107044,Perfect,
6036138810107045,Perfect,
6036144310107098,Perfect,
6036153510030177,Perfect,
6036153810030270,Perfect,
6036154610038534,Perfect,
6036155110038554,Perfect,
6036155310051724,Perfect,
6036156110097632,Perfect,
6036164310107786,Perfect,
6036238710108329,Short,"00100854129314126906, 00100854129314126937, 00100854129314126920"
6036241810108357,Short,00100854129314126883
6036274510108500,Perfect,
6036276510108507,Short,00100854129314127187
6036438410093533,Perfect,
6036467310109321,Short,00100854129314100029
6036523710098803,Perfect,
6036552810109772,Perfect,
6036562010110040,Short,"00100854129314159263, 00100854129314160290, 00100854129314160283, 00100854129314160276"
6036610410110705,Short,00100854129313870114
6036702110061872,Perfect,
6036704110099206,Perfect,
6036735010111619,Short,00100854129313858600
603684129985759,Perfect,
603684139993656,Perfect,
603684199930383,Perfect,
6036950410094693,Perfect,
6037240610078066,Perfect,
6037266610112793,Perfect,
603730269632786,Perfect,
603730549632787,Short,00100854129314160337
603730739632790,Perfect,
603730839632792,Perfect,
603730969632793,Perfect,
603731349632854,Short,00100854129314160344
603732149823733,Perfect,
603735059833266,Short,00100854129314160313
603735549833269,Short,00100854129314160368
603735809833273,Perfect,
603736709840642,Perfect,
603737049965316,Perfect,
6037413810113974,Perfect,
6037537710078068,Short,00154137600182383309
6037539210096734,Perfect,
6037539310097632,Short,00100854129314102276
6037539410099206,Perfect,
6037541910099250,Perfect,
6037542210101875,Perfect,
6037600210115955,Short,00100854129314126203
6037896910118624,Perfect,
6037897410118629,Short,00100854129314127712
6037898710118644,Short,"00100854129314127293, 00100854129314127309"
6037901610118666,Perfect,
6037903710118678,Short,00100854129314104232
6037906210118697,Short,"00100854129314104379, 00100854129314104386"
6037906310118698,Perfect,
6037906810118702,Perfect,
6037907410118706,Short,"00100854129314127354, 00100854129314127361"
6037908710118711,Perfect,
6037909110118713,Short,00100854129314104539
6037910110118721,Perfect,
603792079928448,Perfect,
603792089985759,Short,00100854129313644265
6037921510030270,Perfect,
6037922310096734,Perfect,
6037922410097632,Perfect,
6037944610114750,Perfect,
6037948210083941,Perfect,
6038009910120035,Perfect,
6038178510120592,Perfect,
6038193310120642,Short,00100854129314104256
6038243610039532,Perfect,
603845099928448,Perfect,
6038451910061881,Short,"00100854129314104409, 00100854129314104416"
6038452910097632,Perfect,
6038975310078066,Perfect,
6039034310115903,Short,00100854129313810790
6039056910125509,Perfect,
6039193010106954,Perfect,
6039193610106974,Perfect,
6039193710106979,Perfect,
6039200810126676,Perfect,
6039231710126968,Perfect,
6039488110063441,Perfect,
6039534710128811,Short,"00100854129313811834, 00100854129313811773"
6039538210128826,Perfect,
6039543810128852,Perfect,
6039545510128863,Perfect,
6039546310128869,Perfect,
6039547510128876,Perfect,
6039549610128892,Perfect,
6039552510128908,Short,00100854129314136172
6039552610128909,Short,"00100854129313633559, 00100854129313633597, 00100854129313633573, 00100854129313633566"
6039553610128912,Short,"00100854129314136165, 00100854129314157757"
6039553810128911,Short,00100854129313644166
6039555910128927,Short,00100854129314108483
6039556010128929,Short,00100854129313644180
6039560110128951,Perfect,
6039567910128850,Perfect,
6039574910128863,Short,"00100854129314160580, 00100854129314160573"
6039575010128869,Perfect,
6039660610131050,Short,"00100854129314141060, 00100854129314141077"
6039663510131051,Short,00100854129314108452
6039818010131820,Short,00100854129314108414
6039957610125556,Perfect,
6040011810133306,Short,00100854129314111049
6040165710120035,Short,00100854129314102214
6040432910120590,Perfect,
6040434010121071,Perfect,
6040434410106995,Perfect,
6040434510108500,Perfect,
6040435310110715,Short,00100854128239207356
6040435410128834,Perfect,
6040436610101876,Short,00100854129313644722
6040438110128846,Short,00100854129313601817
6040438610121830,Perfect,
6040439510095441,Short,00100854129314141176
6040440310098695,Perfect,
6040442510107971,Perfect,
6040443810110700,Perfect,
6040443910110706,Perfect,
6040444010110717,Perfect,
6040444910112284,Perfect,
6040445210114662,Short,00100854129314141435
6040445710120038,Perfect,
6040446110120445,Short,00100854129314141008
6040446810121081,Perfect,
6040447310122454,Perfect,
6040452210095457,Perfect,
6040452610110708,Perfect,
6040452710112457,Perfect,
6040453910101874,Perfect,
6040455810125551,Perfect,
6040455910125552,Perfect,
6040456110128836,Perfect,
6040457610094928,Perfect,
6040458310109543,Perfect,
6040459610131917,Short,00100854129313334203
6040466510125549,Short,00100854129313644715
6040625210135348,Perfect,
6040704210135616,Perfect,
6040742810106967,Perfect,
6040744310112306,Perfect,
6040745510128826,Perfect,
6040746510128863,Perfect,
6040753210135839,Short,00100854129314141206
6040781810136009,Perfect,
6041067110128807,Perfect,
6041095410123153,Perfect,
6041095810128850,Perfect,
6041096610128869,Perfect,
6041296510128869,Perfect,
6041394910030982,Perfect,
6041395010031005,Perfect,
6041395110031030,Perfect,
6041395210031035,Perfect,
6041395410099246,Perfect,
6041546410106983,Perfect,
6041546510106999,Perfect,
6041546610128799,Perfect,
6041548610128864,Perfect,
6041628610141425,Perfect,
6041629210141431,Perfect,
6041630910141439,Short,00100854129314135953
6041631910141444,Perfect,
6041632110141444,Perfect,
6041632210141446,Perfect,
6041632410141448,Perfect,
6041632610141448,Perfect,
6041632810141448,Perfect,
6041633310141452,Perfect,
6041633410141453,Perfect,
6041633510141453,Short,"00100854129313902440, 00100854129313902457, 00100854129313902426, 00100854129313902464"
6041633610141448,Perfect,
6041633910141453,Perfect,
6041634010141453,Perfect,
6041639110141483,Perfect,
6041639810141487,Perfect,
6041640710141491,Perfect,
6041641310141494,Perfect,
6041641410141493,Perfect,
6041642110141499,Short,"00100854129314162850, 00100854129314162836, 00100854129314162843"
6041642410141502,Perfect,
6041642610141503,Perfect,
6041643010141501,Short,00100854129314162737
6041643110141506,Perfect,
6041643410141508,Perfect,
6041643810141511,Perfect,
6041644010141512,Short,"00100854129314162775, 00100854129314162768, 00100854129314162751"
6041647210141533,Perfect,
6041647510141534,Perfect,
6041648010141537,Perfect,
6041649110141577,Short,00100854128239207332
6041649210141578,Short,"00100854129313751260, 00100854129313751253"
6041649510141581,Short,00100854129314147963
6041649810141584,Short,"00100854129314162829, 00100854129314162805, 00100854129314162782"
6041650210141587,Short,00100854129314161822
6041650810141586,Perfect,
6041651110141593,Short,"00100854129314161723, 00100854129314161747, 00100854129314161730"
6041652110141599,Perfect,
6041653910141612,Short,"00100854129313751086, 00100854129313751222"
6041654410141615,Short,"00100854129314161778, 00100854129314161761, 00100854129314161785"
6041654810141616,Perfect,
6041655210141620,Perfect,
6041656410141628,Short,00100854129314161808
6041656610141627,Short,"00100854129313758535, 00100854129313758542, 00100854129313758511, 00100854129313758504, 00100854129313758528"
6041658810141635,Perfect,
6041659110141637,Short,"00100854129314162645, 00100854129314162652, 00100854129314162638"
6041661310128817,Perfect,
6041664510142539,Perfect,
6041732610112452,Perfect,
6041834910099240,Perfect,
6041835510099231,Perfect,
6041835910099239,Perfect,
6041881010013939,Perfect,
6041931810099213,Perfect,
6041932210099208,Perfect,
604194719840649,Perfect,
6041967510093145,Short,"00100854128239264182, 00100854128239264151, 00100854129313759402, 00100854128239264199, 00100854128239264137"
6041968010094320,Perfect,
6041968210098251,Short,"00100854129314108261, 00100854129314108292"
6041968810099478,Perfect,
6041969310100331,Perfect,
6041970210101721,Perfect,
604197109844695,Perfect,
6041972310143905,Perfect,
604198589854600,Perfect,
604198909854602,Perfect,
604199239854614,Perfect,
604199779854615,Perfect,
604200319854616,Perfect,
604201039854657,Perfect,
604201299854658,Perfect,
604201419854659,Perfect,
6042020110144084,Perfect,
604203009854661,Perfect,
604203689854662,Perfect,
604203809854664,Perfect,
604204019854665,Perfect,
604205119854723,Perfect,
604205279854724,Perfect,
604206949854726,Perfect,
604207099854755,Perfect,
604207339854758,Perfect,
604207459854764,Perfect,
6042200510101869,Perfect,
6042229710093834,Short,00100854129314110868
6042243610094144,Perfect,
6042262010111962,Perfect,
6042262610128867,Perfect,
6042309510145452,Perfect,
6042337610016290,Perfect,
6042338410032422,Perfect,
6042339110080820,Perfect,
6042340610030517,Perfect,
6042343510094179,Perfect,
6042346910134340,Perfect,
6042348810136362,Short,00100854129314128832
6042349210134380,Perfect,
6042349710133808,Perfect,
6042349910134062,Perfect,
6042350310135432,Perfect,
6042350610142848,Perfect,
6042353310143340,Perfect,
6042412110144123,Perfect,
6042718610013944,Perfect,
6042721410141453,Perfect,
6043016710128806,Perfect,
6043018010128868,Perfect,
6043115110151080,Perfect,
6043439710152817,Short,"00100854129313757460, 00100854129313757699, 00100854129313778786, 00100854129313752212, 00100854129313778809, 00100854129313778724"
6043446010152841,Short,"00100854129313729993, 00100854129310612854, 00100854129313726343, 00100854129313730081, 00100854129313730098, 00100854129310612793, 00100854129310612885, 00100854129310612809, 00100854129313726299, 00100854129310612748, 00100854129310612830, 00100854129313726268, 00100854129313730050, 00100854129310612861, 00100854129313730043, 00100854129310612847, 00100854129310612823, 00100854129310612755, 00100854129313730104, 00100854129313729986, 00100854129313726275, 00100854129313730142, 00100854129313726305, 00100854129313726329, 00100854129313726251, 00100854129313730005, 00100854129310612762, 00100854129313730067, 00100854129313726336, 00100854129310612786, 00100854129313730036, 00100854129310612779, 00100854129313730012"
6043446610152838,Perfect,
6043448110152840,Short,"00100854129313726435, 00100854129313726442"
6043461810152895,Perfect,
6043465110152927,Perfect,
6043466110152929,Perfect,
6043467710152942,Perfect,
6043469710152986,Perfect,
6043474010152817,Short,"00100854129313776621, 00100854129313776638, 00100854129313776607, 00100854129313776645"
6043474210152841,Short,"00100854129313753127, 00100854129313753134, 00100854129313752977"
6043526110154246,Short,00100854129314164847
6043527010144823,Perfect,
6043529410144822,Short,"00100854129314120638, 00100854128239262362"
6043529710143999,Perfect,
6043662010154795,Perfect,
6043713110154961,Perfect,
6043721910154995,Short,00100854129313750706
6043964110156374,Perfect,
6043966610156388,Short,00100854129314128894
6043985910155664,Short,"00100854129313757477, 00100854129313757507"
6043988610156479,Short,00100854129314111360
6043989010156488,Perfect,
6043989510156490,Perfect,
6043989610156492,Perfect,
6043991410156493,Perfect,
6043991910156503,Perfect,
6043992710156508,Short,00100854129314111056
6043993710156510,Perfect,
6043993810156511,Short,00100854129313758207
6043994410156517,Perfect,
6043994710156521,Short,"00100854129314111025, 00100854129314111001, 00100854129314111018"
6043995110156524,Perfect,
6043996110156529,Short,00100854129308046760
6043996410156527,Perfect,
6043996710156534,Perfect,
